Price,Area,Location,No_of_Bedrooms
7873999,1199,Kannur on Thanisandra Main Road,2
8779000,1245,Kannur on Thanisandra Main Road,2
7356000,1113,Kannur on Thanisandra Main Road,2
6916000,1040,Kannur on Thanisandra Main Road,2
7778000,1183,Kannur on Thanisandra Main Road,2
7452000,1129,Kannur on Thanisandra Main Road,2
7428000,1125,Kannur on Thanisandra Main Road,2
7873999,1199,Kannur on Thanisandra Main Road,2
8200000,1271,Kannur on Thanisandra Main Road,3
6300000,1078,Kannur on Thanisandra Main Road,2
7356000,1245,Kannur on Thanisandra Main Road,2
6916000,1113,Kannur on Thanisandra Main Road,2
7778000,1040,Kannur on Thanisandra Main Road,2
7452000,1183,Kannur on Thanisandra Main Road,2
7428000,1129,Kannur on Thanisandra Main Road,2
7873999,1125,Kannur on Thanisandra Main Road,2
4600000,1199,Kannur on Thanisandra Main Road,2
5200000,980,Kannur on Thanisandra Main Road,2
5200000,980,Kannur on Thanisandra Main Road,2
17200000,980,Kannur on Thanisandra Main Road,2
15900000,1049,Kannur on Thanisandra Main Road,2
8790000,3783,Kannur on Thanisandra Main Road,4
3045000,2107,Kannur on Thanisandra Main Road,3
8120000,1917,Kannur on Thanisandra Main Road,3
5947000,760,Kannur on Thanisandra Main Road,1
8103000,1570,Kannur on Thanisandra Main Road,3
9324000,1669,Kartik Nagar,3
5394000,1120,Kasavanahalli,2
5394000,1120,Kasavanahalli,2
5394000,1120,Kasavanahalli,2
4500000,1075,Kasavanahalli,2
6279000,1320,Kasavanahalli,3
5306000,1100,Kasavanahalli,2
6655000,1405,Kasavanahalli,3
5195000,1075,Kasavanahalli,2
5483000,1140,Kasavanahalli,2
5527000,1150,Kasavanahalli,2
6412000,1350,Kasavanahalli,3
6036000,1265,Kasavanahalli,3
4930000,1015,Kasavanahalli,2
6611000,1395,Kasavanahalli,3
5173000,1070,Kasavanahalli,2
6058000,1270,Kasavanahalli,3
6279000,1320,Kasavanahalli,3
5085000,1050,Kasavanahalli,2
6434000,1355,Kasavanahalli,3
5262000,1090,Kasavanahalli,2
4500000,1075,Kasavanahalli,2
4500000,1075,Kasavanahalli,2
5780000,1162,Kasavanahalli,2
6381000,1899,Kasavanahalli,3
6201000,1192,Kasavanahalli,2
8100000,1937,Kasavanahalli,3
12100000,1143,Kasavanahalli,2
8545000,1162,Kasavanahalli,2
6381000,1899,Kasavanahalli,3
8716000,1192,Kasavanahalli,2
8100000,1937,Kasavanahalli,3
5143000,1179,Kasavanahalli,2
7559999,1143,Kasavanahalli,2
5229000,1680,Kasavanahalli,3
8545000,1162,Kasavanahalli,2
5364000,1899,Kasavanahalli,3
8716000,1192,Kasavanahalli,2
7320000,1937,Kasavanahalli,3
7434000,1546,Kasavanahalli,3
5296000,1445,Kasavanahalli,3
8312000,1115,Kasavanahalli,2
8051000,1750,Kasavanahalli,3
7756000,1695,Kasavanahalli,3
7329000,1633,Kasavanahalli,3
8602000,1543,Kasavanahalli,3
10300000,1811,Kasavanahalli,3
15000000,2179,Kasavanahalli,3
5685000,3167,Kasavanahalli,3
11100000,1197,Kasavanahalli,2
5296000,1445,Kasavanahalli,3
8312000,1115,Kasavanahalli,2
8051000,1750,Kasavanahalli,3
7756000,1695,Kasavanahalli,3
7329000,1633,Kasavanahalli,3
8602000,1543,Kasavanahalli,3
10300000,1811,Kasavanahalli,3
15000000,2179,Kasavanahalli,3
5685000,3167,Kasavanahalli,3
6950000,1197,Kasavanahalli,2
3806000,1047,Kasavanahalli,2
5297000,1047,Kasavanahalli,2
19300000,3315,Kasavanahalli,4
22500000,3050,Kasavanahalli,4
8358000,3362,Kasavanahalli,4
10900000,4200,Kasavanahalli,4
39900000,3030,Kasavanahalli,4
8242000,3195,Kasavanahalli,4
28300000,3230,Kasavanahalli,4
39100000,3750,Kasavanahalli,4
22200000,3010,Kasavanahalli,3
12900000,2455,Kasavanahalli,3
10300000,1425,Kasavanahalli,2
17300000,1500,Kasavanahalli,3
9612000,870,Kasavanahalli,2
8181000,1345,Kasavanahalli,3
6939000,1395,Kasavanahalli,2
7884000,1475,Kasavanahalli,3
8451000,1295,Kasavanahalli,2
11000000,1715,Kasavanahalli,3
14300000,1780,Kasavanahalli,3
2940000,1515,Kasavanahalli,3
4500000,1285,Kasavanahalli,3
2351000,1460,Kasavanahalli,3
9666000,1565,Kasavanahalli,3
18400000,4132,Kasavanahalli,4
12800000,3350,Kasavanahalli,4
26400000,3077,Kasavanahalli,4
10100000,2813,Kasavanahalli,4
10000000,3600,Kasavanahalli,4
12800000,3000,Kasavanahalli,4
11900000,4410,Kasavanahalli,4
17200000,5000,Kasavanahalli,4
33900000,2950,Kasavanahalli,4
25600000,2870,Kasavanahalli,4
10200000,3432,Kasavanahalli,3
8441000,2890,Kasavanahalli,4
11200000,4300,Kasavanahalli,4
8716000,1179,Kasavanahalli,2
7373000,1143,Kasavanahalli,2
4985000,1680,Kasavanahalli,3
10900000,1162,Kasavanahalli,2
6603000,1150,Kathriguppe,2
38000000,850,Kaval Byrasandra,1
8400000,1500,Kenchena Halli Road,3
8400000,1400,Kenchena Halli Road,3
8400000,1450,Kenchena Halli Road,3
2900000,1500,Kenchena Halli Road,3
6845000,1670,Kengeri,3
6845000,1670,Kengeri,3
6845000,1670,Kengeri,3
4722000,1152,Kengeri,2
4586000,1119,Kengeri,2
4582000,1118,Kengeri,2
6787000,1656,Kengeri,3
3990000,1140,Kengeri,3
4021000,1149,Kengeri,3
4088000,1168,Kengeri,3
12000000,850,Kengeri,2
92100000,1495,Kengeri,3
7611000,1043,Kengeri,2
7433000,1450,Kengeri,3
5462000,1003,Kengeri,2
4702000,1160,Kengeri,2
16299999,1492,Kengeri,3
7716000,1300,Kengeri,3
7058000,1471,Kengeri,3
6317000,1340,Kengeri,3
6650000,1410,Kengeri,3
6128000,1140,Kengeri,2
7993000,1155,Kengeri,2
7645999,1526,Kengeri,3
9435000,1457,Kengeri,3
7845000,1066,Kengeri,2
9435000,1457,Kengeri,3
7845000,1066,Kengeri,2
4987000,1310,Kengeri,3
7718000,1108,Kengeri,2
7611000,1043,Kengeri,2
7433000,1450,Kengeri,3
5462000,1003,Kengeri,2
4702000,1160,Kengeri,2
6776000,1492,Kengeri,3
7777000,1020,Kengeri,2
6375000,1360,Kengeri,3
5584000,1525,Kengeri,3
6528000,1250,Kengeri,3
8400000,1095,Kengeri,2
8900000,967,Kengeri,2
9100000,1216,Kengeri,3
4246000,951,Kengeri,2
10300000,927,Kengeri,2
8275000,1295,Kengeri,3
11600000,1025,Kengeri,2
11700000,1134,Kengeri,3
11500000,964,Kengeri,2
2300000,540,Kengeri,1
11000000,793,Kengeri,1
6389000,1120,Kodigehalli,2
6385000,1120,Kodigehalli,2
6389000,1125,Kodigehalli,2
6459000,1125,Kodigehalli,2
16900000,1810,Kodigehalli,3
14900000,1740,Kodigehalli,3
14100000,1630,Kodigehalli,3
12100000,1440,Kodigehalli,2
10700000,1245,Kodigehalli,2
14600000,1810,Kodigehalli,3
12100000,1665,Kodigehalli,3
10700000,1420,Kodigehalli,3
7015000,1245,Kodigehalli,2
5150000,1600,Kodigehalli,2
10100000,1420,Kodigehalli,2
9551000,1665,Kodigehalli,3
8532000,1630,Kodigehalli,3
19400000,1820,Kodigehalli,3
8534000,1245,Kodigehalli,2
7797000,1740,Kodigehalli,3
10100000,1430,Kodigehalli,2
10600000,1420,Kodigehalli,2
8166000,1665,Kodigehalli,3
6912000,1630,Kodigehalli,3
20000000,3039,Kodihalli on Old Airport Road,4
6300000,5913,Kodihalli on Old Airport Road,5
9600000,2920,Kodihalli on Old Airport Road,4
5800000,900,Kodipalya,2
8784000,1279,Kogilu,2
12000000,1773,Kogilu,3
12200000,1811,Kogilu,3
10200000,1483,Kogilu,2
12400000,1816,Kogilu,3
9595000,1389,Kogilu,2
11900000,1761,Kogilu,3
14000000,2300,Kogilu,3
14000000,2300,Kogilu,3
8023000,2300,Kogilu,3
27300000,2215,Kogilu,3
190000000,2215,Kogilu,3
5592000,1065,Kogilu,2
3301000,1389,Kogilu,2
6800000,1141,Kogilu,2
17000000,1076,Kogilu,2
33900000,1076,Kogilu,2
19000000,1040,Kogilu Road Near Yelahanka,2
3390000,1430,Kogilu Road Near Yelahanka,3
2499000,1245,Kogilu Road Near Yelahanka,2
2899000,984,Kogilu Road Near Yelahanka,2
5937000,1116,Kogilu Road Near Yelahanka,2
5320000,1035,Kogilu Road Near Yelahanka,2
2848000,1490,Kogilu Road Near Yelahanka,3
2900000,1485,Kogilu Road Near Yelahanka,3
4500000,1425,Kogilu Road Near Yelahanka,3
2288000,1250,Kogilu Road Near Yelahanka,2
5340000,1120,Kogilu Road Near Yelahanka,2
7000000,1059,Kogilu Road Near Yelahanka,2
3900000,1075,Kogilu Road Near Yelahanka,2
3427000,1069,Kogilu Road Near Yelahanka,2
4864000,1065,Kogilu Road Near Yelahanka,2
2745000,979,Kogilu Road Near Yelahanka,2
11100000,1274,Konanakunte,2
14200000,1588,Konanakunte,3
10500000,1204,Konanakunte,2
19100000,2140,Konanakunte,3
9800000,1230,Konanakunte,2
13799999,1591,Konanakunte,3
5499000,1220,Konanakunte,2
40400000,3517,Konanakunte,4
33100000,2883,Konanakunte,3
40199999,3498,Konanakunte,4
41600000,3621,Konanakunte,4
33600000,2929,Konanakunte,3
32000000,2791,Konanakunte,3
9480000,2104,Konanakunte,3
15800000,2689,Konanakunte,4
9451000,1105,Konanakunte,3
9423000,948,Konanakunte,2
12800000,949,Konanakunte,2
9513000,1287,Konanakunte,3
12700000,957,Konanakunte,2
8485000,1262,Konanakunte,3
14900000,842,Konanakunte,2
8403000,1494,Konanakunte,3
10900000,832,Konanakunte,2
9148000,1104,Konanakunte,3
5850000,1230,Konanakunte,2
10000000,1000,Konanakunte,2
8400000,1591,Konanakunte,3
13799999,1218,Konanakunte,2
12300000,957,Konanakunte,2
10100000,1262,Konanakunte,3
32799999,1935,Konanakunte,4
10100000,1204,Konanakunte,3
39000000,957,Konanakunte,2
12500000,1262,Konanakunte,3
13300000,842,Konanakunte,2
13799999,1110,Konanakunte,3
9486000,1250,Konanakunte,3
14500000,840,Konanakunte,2
12700000,1884,Konanakunte,4
9100000,958,Konanakunte,2
18600000,1450,Konanakunte,3
12600000,1489,Konanakunte,3
12600000,1907,Konanakunte,4
11600000,859,Konanakunte,2
13500000,1167,Konanakunte,3
9933000,1494,Konanakunte,3
13500000,832,Konanakunte,2
9423000,1104,Konanakunte,3
12400000,1105,Konanakunte,3
9744000,948,Konanakunte,2
5422000,949,Konanakunte,2
5782000,1287,Konanakunte,3
5000000,2689,Konanakunte,4
7748999,1000,Konanakunte,2
41100000,3498,Konanakunte,4
10800000,3621,Konanakunte,4
13200000,3517,Konanakunte,4
13000000,2883,Konanakunte,3
11000000,2929,Konanakunte,3
12400000,2791,Konanakunte,3
14700000,1110,Konanakunte,3
8789000,1250,Konanakunte,3
12000000,840,Konanakunte,2
14900000,1884,Konanakunte,4
8403000,958,Konanakunte,2
10900000,1450,Konanakunte,3
10900000,1489,Konanakunte,3
9451000,859,Konanakunte,2
9423000,1167,Konanakunte,3
12800000,1494,Konanakunte,3
9513000,832,Konanakunte,2
12700000,1104,Konanakunte,3
8485000,1105,Konanakunte,3
18800000,948,Konanakunte,2
12300000,949,Konanakunte,2
5800000,1287,Konanakunte,3
123000000,957,Konanakunte,2
11900000,1262,Konanakunte,3
8159999,842,Konanakunte,2
8140000,1935,Konanakunte,4
8159999,1204,Konanakunte,3
7400000,875,Koppa Begur Road,2
8400000,850,Koppa Begur Road,2
3433000,875,Koppa Begur Road,2
3719000,875,Koppa Begur Road,2
9400000,850,Koppa Begur Road,2
7500000,850,Koppa Begur Road,2
2856000,850,Koppa Begur Road,2
8400000,875,Koppa Begur Road,2
7840000,850,Koppa Begur Road,2
6188000,850,Koppa Begur Road,2
7350000,875,Koppa Begur Road,2
2288000,875,Koppa Begur Road,2
3261999,875,Koppa Begur Road,2
3045000,850,Koppa Begur Road,2
4200000,850,Koppa Begur Road,2
13400000,875,Koppa Begur Road,2
4455000,1020,Koppa Begur Road,2
8358000,875,Koppa Begur Road,2
8400000,720,Koppa Begur Road,1
8400000,850,Koppa Begur Road,2
31000000,850,Koppa Begur Road,2
3900000,850,Koppa Begur Road,2
2848000,874,Koppa Begur Road,2
8120000,1020,Koppa Begur Road,2
3500000,875,Koppa Begur Road,2
25800000,1866,Koramangala,3
25800000,1866,Koramangala,3
25500000,1839,Koramangala,3
34000000,2461,Koramangala,4
17500000,1249,Koramangala,2
34500000,2503,Koramangala,4
19500000,1385,Koramangala,2
25400000,1839,Koramangala,3
19300000,1385,Koramangala,2
33900000,2461,Koramangala,4
25400000,1839,Koramangala,3
17400000,1249,Koramangala,2
25500000,1839,Koramangala,3
34000000,2461,Koramangala,4
17500000,1249,Koramangala,2
34500000,2503,Koramangala,4
19500000,1385,Koramangala,2
25000000,1600,Koramangala,2
9324000,1900,Koramangala,2
7122000,1125,Koramangala,2
35300000,1249,Koramangala,2
11000000,2461,Koramangala,4
11900000,1839,Koramangala,3
4920000,1249,Koramangala,2
10000000,1249,Koramangala,2
5500000,1170,Kothanur,2
5500000,1170,Kothanur,2
7550000,1304,Kothanur,2
8550000,1250,Kothanur,1
3200000,1450,Kothanur,2
13400000,1800,KPC Layout,3
15600000,2170,KPC Layout,3
12200000,1691,KPC Layout,3
12700000,1917,KPC Layout,3
12700000,1917,KPC Layout,3
14700000,2170,KPC Layout,3
13400000,2035,KPC Layout,3
13000000,2313,KPC Layout,3
13400000,1917,KPC Layout,3
10600000,1445,KPC Layout,3
12700000,1787,KPC Layout,3
8120000,953,KR Puram Bhattarahalli,2
7155000,1370,KR Puram Bhattarahalli,3
6015000,982,KR Puram Bhattarahalli,2
4300000,995,KR Puram Bhattarahalli,2
7840000,1370,KR Puram Bhattarahalli,3
4505000,1140,KR Puram Bhattarahalli,2
23500000,953,KR Puram Old Madras Road,2
2288000,1360,Krishna Garden Road,3
4368000,1040,Krishnarajapura,2
4264000,1108,Krishnarajapura,2
6698000,1675,Krishnarajapura,3
4465000,1175,Krishnarajapura,3
4002000,1040,Krishnarajapura,2
4568000,1187,Krishnarajapura,2
4056000,1054,Krishnarajapura,2
4303000,1118,Krishnarajapura,2
4299000,1117,Krishnarajapura,2
4541000,1180,Krishnarajapura,2
4210000,1094,Krishnarajapura,2
4195000,1090,Krishnarajapura,2
4226000,1098,Krishnarajapura,2
4638000,1205,Krishnarajapura,2
4699000,1221,Krishnarajapura,3
4426000,1150,Krishnarajapura,2
3925000,1020,Krishnarajapura,2
4345000,1129,Krishnarajapura,2
4086999,1062,Krishnarajapura,2
4076000,1059,Krishnarajapura,2
4072000,1058,Krishnarajapura,2
4614000,1199,Krishnarajapura,2
6698000,1675,Krishnarajapura,3
4958000,1240,Krishnarajapura,2
4958000,1240,Krishnarajapura,2
4878000,1220,Krishnarajapura,2
4878000,1220,Krishnarajapura,2
4898000,1225,Krishnarajapura,2
4898000,1225,Krishnarajapura,2
5078000,1270,Krishnarajapura,2
5078000,1270,Krishnarajapura,2
4557000,1085,Krishnarajapura,2
4242000,1010,Krishnarajapura,2
4620000,1100,Krishnarajapura,2
6878000,1600,Krishnarajapura,3
4599000,1070,Krishnarajapura,2
5674000,1320,Krishnarajapura,2
3800000,1000,Krishnarajapura,2
3572000,940,Krishnarajapura,2
3876000,1020,Krishnarajapura,2
5250000,1080,Krishnarajapura,2
5400000,1225,Krishnarajapura,2
3500000,538,Krishnarajapura,1
11600000,1873,Krishnarajapura,3
3500000,538,Krishnarajapura,1
5900000,1629,Krishnarajapura,2
7792000,1629,Krishnarajapura,2
9960000,1314,Krishnarajapura,1
7792000,1629,Krishnarajapura,2
9960000,1314,Krishnarajapura,1
7792000,1629,Krishnarajapura,2
9960000,1314,Krishnarajapura,1
7792000,1629,Krishnarajapura,2
9960000,1314,Krishnarajapura,1
7792000,1629,Krishnarajapura,2
9960000,1314,Krishnarajapura,1
7792000,1629,Krishnarajapura,2
6586000,1314,Krishnarajapura,1
19000000,1119,Krishnarajapura,2
11000000,1605,Krishnarajapura,3
8523000,2215,Krishnarajapura,3
8198000,1705,Krishnarajapura,3
9898000,1640,Krishnarajapura,3
8073000,1980,Krishnarajapura,3
8423000,1615,Krishnarajapura,3
8773000,1685,Krishnarajapura,3
7948000,1755,Krishnarajapura,3
12800000,1590,Krishnarajapura,3
8105000,1119,Krishnarajapura,2
4118000,1412,Krishnarajapura,3
3940000,1248,Krishnarajapura,2
3828000,1194,Krishnarajapura,2
3927000,1160,Krishnarajapura,2
3960000,1190,Krishnarajapura,2
4659000,1200,Krishnarajapura,2
4118000,1412,Krishnarajapura,3
3940000,1248,Krishnarajapura,2
3828000,1194,Krishnarajapura,2
3927000,1160,Krishnarajapura,2
3960000,1190,Krishnarajapura,2
6148000,1200,Krishnarajapura,2
4700000,1119,Krishnarajapura,2
5999000,1119,Krishnarajapura,2
6709999,1304,Krishnarajapura,3
4700000,1119,Krishnarajapura,2
3500000,1119,Krishnarajapura,2
4400000,1200,Krishnarajapura,2
7470999,1415,Krishnarajapura,3
8596000,1085,Krishnarajapura,2
4980000,1590,Krishnarajapura,3
27100000,1600,Krishnarajapura,3
26900000,1060,Krishnarajapura,2
3990000,2015,Krishnarajapura,3
8500000,1785,Krishnarajapura,3
5157000,1244,Krishnarajapura,2
4594000,1106,Krishnarajapura,2
5145000,1252,Krishnarajapura,2
4641000,1118,Krishnarajapura,2
4636000,1515,Krishnarajapura,3
5737000,1228,Krishnarajapura,2
5733000,1094,Krishnarajapura,2
6174000,1225,Krishnarajapura,2
5124000,1105,Krishnarajapura,2
4569000,1104,Krishnarajapura,2
5115000,1366,Krishnarajapura,2
4540000,1365,Krishnarajapura,2
5569000,1470,Krishnarajapura,3
4494000,1220,Krishnarajapura,2
4485000,1088,Krishnarajapura,2
5493000,1218,Krishnarajapura,2
4880000,1081,Krishnarajapura,2
5409000,1326,Krishnarajapura,3
4809000,1070,Krishnarajapura,2
6476000,1068,Krishnarajapura,2
5355000,1308,Krishnarajapura,2
4846000,1162,Krishnarajapura,2
6489000,1288,Krishnarajapura,2
4830000,1145,Krishnarajapura,2
4737000,1542,Krishnarajapura,3
4725000,1275,Krishnarajapura,3
5271000,1154,Krishnarajapura,2
5863000,1545,Krishnarajapura,3
5888000,1150,Krishnarajapura,2
4762000,1128,Krishnarajapura,2
4057000,1125,Krishnarajapura,2
12000000,1255,Krishnarajapura,2
9300000,1396,Krishnarajapura,3
3600000,1402,Krishnarajapura,3
5800000,1134,Krishnarajapura,2
3400000,1085,Krishnarajapura,2
22000000,1085,Krishnarajapura,2
3779999,900,Kudlu,2
11900000,1850,Kudlu,3
12100000,1850,Kudlu,3
12300000,1850,Kudlu,3
12300000,1850,Kudlu,3
11900000,1850,Kudlu,3
11800000,1850,Kudlu,3
12200000,1850,Kudlu,3
12100000,1850,Kudlu,3
12500000,1850,Kudlu,3
12100000,1850,Kudlu,3
12300000,1850,Kudlu,3
11500000,1850,Kudlu,3
11900000,1850,Kudlu,3
3024000,720,Kudlu,1
5250000,1250,Kudlu,2
5145000,1225,Kudlu,2
4998000,1190,Kudlu,2
5040000,1200,Kudlu,2
4620000,1100,Kudlu,2
18600000,1030,Kudlu,2
17300000,1300,Kudlu,3
23000000,1195,Kudlu,3
4410000,1195,Kudlu Gate,2
42300000,1065,Kudlu Gate,2
39000000,1766,Kudlu Gate,3
5004000,1060,Kudlu Gate,2
11000000,1005,Kudlu Gate,2
4305000,1235,Kudlu Gate,2
3869000,1235,Kudlu Gate,2
8877000,1060,Kudlu Gate,2
6000000,1135,Kumaraswamy Layout,2
7320000,1395,Kumaraswamy Layout,2
7150000,1395,Kumaraswamy Layout,1
6700000,1305,Kumaraswamy Layout,1
7150000,1395,Kumaraswamy Layout,1
7150000,1395,Kumaraswamy Layout,1
7300000,1395,Kumaraswamy Layout,2
6800000,1305,Kumaraswamy Layout,1
7100000,1340,Kumaraswamy Layout,2
6800000,1290,Kumaraswamy Layout,1
7100000,1395,Kumaraswamy Layout,1
7300000,1395,Kumaraswamy Layout,2
6655000,1305,Kumaraswamy Layout,2
7100000,1395,Kumaraswamy Layout,1
6700000,1305,Kumaraswamy Layout,2
7100000,1395,Kumaraswamy Layout,2
6798999,1290,Kumaraswamy Layout,1
7298000,1395,Kumaraswamy Layout,1
13799999,1978,Kumaraswamy Layout,3
11000000,1900,Kumaraswamy Layout,3
6130000,1269,Kumaraswamy Layout,3
20400000,1126,Kumaraswamy Layout,2
6300000,1275,Kumaraswamy Layout,3
5200000,1135,Kumaraswamy Layout,2
6185000,1262,Kumaraswamy Layout,3
10900000,1124,Kumaraswamy Layout,2
10200000,1275,Kumaraswamy Layout,3
6322000,1272,Kumaraswamy Layout,3
5329000,1132,Kumaraswamy Layout,2
6310000,1270,Kumaraswamy Layout,3
6310000,1131,Kumaraswamy Layout,2
7534999,1131,Kumaraswamy Layout,2
7138000,1135,Kumaraswamy Layout,2
6266000,1271,Kumaraswamy Layout,3
4995000,1129,Kumaraswamy Layout,2
6222000,1269,Kumaraswamy Layout,3
4500000,1125,Kumaraswamy Layout,2
5311000,1128,Kumaraswamy Layout,2
6175000,1271,Kumaraswamy Layout,3
2633000,1129,Kumaraswamy Layout,2
6210000,1271,Kumaraswamy Layout,3
8800000,1129,Kumaraswamy Layout,2
6534000,1260,Kumaraswamy Layout,3
6225000,1275,Kumaraswamy Layout,3
8600000,1125,Kumaraswamy Layout,2
11700000,1266,Kumaraswamy Layout,3
15500000,1265,Kumaraswamy Layout,3
7400000,1275,Kumaraswamy Layout,3
6533000,1135,Kumaraswamy Layout,2
16100000,1125,Kumaraswamy Layout,2
6256000,1120,Kumaraswamy Layout,2
6356000,1130,Kumaraswamy Layout,2
10200000,1135,Kumaraswamy Layout,2
21000000,1130,Kumaraswamy Layout,2
7200000,1135,Kumaraswamy Layout,2
6500000,1275,Kumaraswamy Layout,3
3600000,1275,Kumaraswamy Layout,3
15800000,1275,Kumaraswamy Layout,3
6800000,1050,Kumaraswamy Layout,2
9410000,1350,Kumaraswamy Layout,3
23000000,1783,Kumaraswamy Layout,3
8499000,1521,Kumaraswamy Layout,2
13400000,1521,Kumaraswamy Layout,2
8485000,1921,Kumaraswamy Layout,3
13300000,1921,Kumaraswamy Layout,3
10600000,1798,Kumaraswamy Layout,3
12400000,1797,Kumaraswamy Layout,3
13100000,1902,Kumaraswamy Layout,3
13200000,1900,Kumaraswamy Layout,3
11399999,1517,Kumaraswamy Layout,2
13200000,1914,Kumaraswamy Layout,3
13100000,1780,Kumaraswamy Layout,3
12900000,1882,Kumaraswamy Layout,3
13700000,1890,Kumaraswamy Layout,3
12800000,1634,Kumaraswamy Layout,2
12800000,1895,Kumaraswamy Layout,3
10100000,1874,Kumaraswamy Layout,3
10000000,1851,Kumaraswamy Layout,3
12800000,1967,Kumaraswamy Layout,3
11000000,1836,Kumaraswamy Layout,3
12900000,1835,Kumaraswamy Layout,3
12400000,1444,Kumaraswamy Layout,2
11900000,1441,Kumaraswamy Layout,2
8306000,1839,Kumaraswamy Layout,3
18500000,1843,Kumaraswamy Layout,3
13600000,1710,Kumaraswamy Layout,3
12700000,1978,Kumaraswamy Layout,3
14700000,1425,Kumaraswamy Layout,2
10900000,1956,Kumaraswamy Layout,3
9996000,1824,Kumaraswamy Layout,3
8789000,1826,Kumaraswamy Layout,3
12000000,1300,Kumaraswamy Layout,2
13500000,1561,Kumaraswamy Layout,2
14900000,1428,Kumaraswamy Layout,2
8403000,1803,Kumaraswamy Layout,3
11600000,1932,Kumaraswamy Layout,3
10900000,1806,Kumaraswamy Layout,3
10900000,1671,Kumaraswamy Layout,2
9451000,1936,Kumaraswamy Layout,3
9912000,1668,Kumaraswamy Layout,2
9758000,1419,Kumaraswamy Layout,2
12800000,1941,Kumaraswamy Layout,3
4837000,1416,Kumaraswamy Layout,2
4882000,1394,Kumaraswamy Layout,2
7559999,1783,Kumaraswamy Layout,3
5670000,1392,Kumaraswamy Layout,2
40800000,1978,Kumaraswamy Layout,3
20099999,1902,Kumaraswamy Layout,3
11399999,1900,Kumaraswamy Layout,3
16800000,1517,Kumaraswamy Layout,2
21600000,1780,Kumaraswamy Layout,3
18000000,1882,Kumaraswamy Layout,3
12800000,1634,Kumaraswamy Layout,2
12900000,1836,Kumaraswamy Layout,3
11900000,1835,Kumaraswamy Layout,3
30000000,1444,Kumaraswamy Layout,2
13799999,1441,Kumaraswamy Layout,2
9975000,1839,Kumaraswamy Layout,3
13600000,1843,Kumaraswamy Layout,3
17700000,1712,Kumaraswamy Layout,3
12700000,1710,Kumaraswamy Layout,3
12700000,1978,Kumaraswamy Layout,3
32799999,1425,Kumaraswamy Layout,2
24300000,1956,Kumaraswamy Layout,3
23100000,1824,Kumaraswamy Layout,3
24000000,1826,Kumaraswamy Layout,3
23500000,1416,Kumaraswamy Layout,2
8583000,1394,Kumaraswamy Layout,2
9100000,1914,Kumaraswamy Layout,3
10900000,1890,Kumaraswamy Layout,3
9996000,1895,Kumaraswamy Layout,3
12600000,1874,Kumaraswamy Layout,3
13500000,1851,Kumaraswamy Layout,3
12600000,1967,Kumaraswamy Layout,3
8441000,1300,Kumaraswamy Layout,2
11200000,1561,Kumaraswamy Layout,2
23400000,1428,Kumaraswamy Layout,2
11900000,1803,Kumaraswamy Layout,3
9300000,1932,Kumaraswamy Layout,3
23100000,1806,Kumaraswamy Layout,3
9100000,1914,Kumaraswamy Layout,3
10900000,1890,Kumaraswamy Layout,3
9996000,1895,Kumaraswamy Layout,3
12600000,1874,Kumaraswamy Layout,3
13500000,1851,Kumaraswamy Layout,3
12600000,1967,Kumaraswamy Layout,3
11600000,1300,Kumaraswamy Layout,2
13500000,1561,Kumaraswamy Layout,2
20500000,1428,Kumaraswamy Layout,2
17300000,1803,Kumaraswamy Layout,3
25800000,1932,Kumaraswamy Layout,3
12800000,1806,Kumaraswamy Layout,3
5000000,1671,Kumaraswamy Layout,2
12100000,1936,Kumaraswamy Layout,3
2848000,1020,Kumaraswamy Layout Vittal Nagar,2
6148000,1083,Kumbalgodu,3
5500000,1082,Kumbalgodu,2
5413000,1030,Kumbalgodu,2
5367000,1020,Kumbalgodu,2
5206000,985,Kumbalgodu,2
5183000,980,Kumbalgodu,2
5848000,1082,Kumbalgodu,3
5089000,883,Kumbalgodu,2
4789000,800,Kumbalgodu,2
5848000,1083,Kumbalgodu,3
5089000,1082,Kumbalgodu,3
4789000,883,Kumbalgodu,2
55000000,800,Kumbalgodu,2
9501000,883,Kumbalgodu,2
13899999,940,Kumbalgodu,2
7934999,1117,Kumbalgodu,2
37800000,1500,Kumbalgodu,3
13400000,1690,Kumbalgodu,3
9574000,1407,Kumbalgodu,3
16900000,1810,Kumbalgodu,3
18600000,942,Kumbalgodu,2
13400000,1690,Kumbalgodu,3
9574000,1407,Kumbalgodu,3
16900000,1810,Kumbalgodu,3
18600000,942,Kumbalgodu,2
9565000,1638,Kumbalgodu,3
8169000,1640,Kumbalgodu,3
14400000,1120,Kumbalgodu,2
8120000,1499,Kumbalgodu,3
9551000,1740,Kumbalgodu,3
9323000,1074,Kumbalgodu,2
5681000,1082,Kumbalgodu,3
9865000,883,Kumbalgodu,2
12900000,1070,Kumbalgodu,2
14300000,980,Kumbalgodu,2
13799999,1580,Kumbalgodu,3
8247000,1710,Kumbalgodu,3
4335000,1584,Kumbalgodu,3
9523000,1450,Kumbalgodu,3
8345000,1692,Kumbalgodu,3
5681000,1082,Kumbalgodu,3
9865000,883,Kumbalgodu,2
4950000,883,Kumbalgodu,2
29000000,940,Kumbalgodu,2
3725000,888,Kumbalgodu,1
4564000,1407,Kumbalgodu,3
200000000,1070,Kumbalgodu,2
